40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,75,76,77,3,2,4,3,2,4,3,4,2,4,3,2,2,2,3,2,3,2,4,3,4,4,4,2,4,3,3,2,2,4,4,4,3,79,2,2,2,79,2,4,2,2,3,75,76,76,76,76,76,76,76,76,76,77
-4,-4,-4,-4,3,78,79,80,4,3,2,2,3,2,4,3,4,2,3,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,79,76,76,76,79,76,76,76,76,76,84,79,79,79,79,79,79,79,79,79,80
-4,-4,-4,-4,4,78,79,80,2,2,2,79,4,2,4,79,4,3,4,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,87,82,82,82,82,82,82,82,83
-4,-4,-4,-4,2,78,79,85,76,76,76,79,76,76,76,79,76,76,76,84,87,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,3,4,3,3,2,2,3,3
-4,-4,-4,-4,2,78,79,79,79,87,82,82,82,82,82,82,82,86,79,79,80,4,4,2,4,2,4,4,3,2,4,3,2,4,2,4,3,3,3,4,4,4,4,2,4,3,3,2,3,4,4,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,3,78,79,79,79,80,4,90,2,3,2,90,4,78,79,79,80,2,-102,-100,-100,-100,-100,-100,-100,-103,-100,-100,-100,-100,-100,-100,-100,-100,4,3,4,2,3,4,4,4,2,2,4,4,3,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,3,78,79,79,79,80,2,3,66,67,68,2,2,78,79,79,80,3,-101,2,4,2,3,2,3,-104,3,3,4,2,4,4,3,3,2,2,4,2,3,3,4,2,2,4,2,3,2,2,3,3,-4,-4,2,2,-4,-4,-4,-4
-4,-4,-4,-4,2,78,79,79,79,80,90,4,69,70,71,4,90,78,79,79,80,4,-101,2,2,3,4,2,4,-104,2,2,2,4,3,3,2,2,3,4,4,4,3,3,2,3,3,4,3,2,4,2,3,3,-4,-4,2,4,-4,-4,-4,-4
-4,-4,-4,-4,2,78,79,79,79,80,3,4,72,73,74,3,4,78,79,79,80,4,-101,3,4,4,2,4,2,-104,3,2,4,4,2,2,3,2,2,3,2,3,3,3,3,4,3,4,4,3,3,4,4,4,-4,-4,3,4,-4,-4,-4,-4
-4,-4,-4,-4,4,78,79,79,79,80,3,90,3,3,4,90,3,78,79,79,80,3,-101,1,1,1,1,1,1,-104,4,2,3,2,2,4,2,3,3,2,2,2,3,4,2,3,2,4,2,3,2,2,3,2,-4,-4,3,2,-4,-4,-4,-4
4,4,75,76,76,84,79,79,79,85,76,76,76,76,76,76,76,84,79,79,80,4,-101,1,1,1,1,1,1,-104,4,4,2,2,2,4,4,4,4,3,2,3,3,2,2,4,3,4,2,2,3,3,3,3,4,2,2,2,-4,-4,-4,-4
4,2,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,2,-100,1,1,1,1,1,1,-100,-100,-100,-100,-100,-100,-100,-100,-100,2,3,4,4,3,4,2,3,3,3,4,2,3,3,2,2,2,4,3,2,-4,-4,-4,-4
2,2,81,82,82,82,82,82,86,79,79,79,79,79,79,79,79,79,79,79,85,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,-4,-4,4,3,-4,-4,-4,-4
-100,-100,-100,-100,-100,-100,-100,-100,81,82,82,82,82,82,82,82,82,82,82,82,82,82,86,79,79,87,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,-4,-4,4,4,-4,-4,-4,-4
-4,-4,-4,-4,4,2,2,4,3,2,2,4,4,4,4,2,2,4,3,3,2,4,78,79,79,80,4,4,2,3,4,4,3,4,2,2,2,3,3,4,2,3,4,3,2,3,2,3,4,3,3,4,3,3,-4,-4,3,2,-4,-4,-4,-4
-4,-4,-4,-4,2,2,4,2,2,3,2,4,2,4,2,2,4,3,4,2,2,4,78,79,79,80,3,4,3,4,2,4,2,4,2,3,4,2,2,3,3,4,3,3,2,2,2,2,4,3,4,2,3,4,-4,-4,2,3,-4,-4,-4,-4
-4,-4,-4,-4,3,2,4,2,2,4,2,4,4,4,3,2,4,2,2,4,2,3,78,79,79,80,4,4,2,2,2,2,4,4,2,2,2,3,2,2,2,4,4,4,4,3,4,4,4,3,3,2,3,3,-4,-4,2,4,-4,-4,-4,-4
-4,-4,-4,-4,2,4,4,3,79,2,4,3,4,2,2,2,3,79,4,3,2,4,78,79,79,80,4,3,4,2,2,4,3,2,2,4,3,4,3,3,4,3,2,3,2,4,2,2,2,2,3,4,4,4,-4,-4,4,2,-4,-4,-4,-4
-4,-4,-4,-4,3,2,2,3,79,2,4,3,2,2,2,4,3,79,4,4,2,3,78,79,79,80,3,4,4,79,2,2,3,79,3,3,2,3,2,3,4,79,2,2,2,2,4,3,4,79,4,4,3,3,-4,-4,4,3,-4,-4,-4,-4
-4,-4,-4,-4,3,75,76,76,79,76,76,76,76,76,76,76,76,79,76,76,76,76,84,79,79,85,76,76,76,79,76,76,76,79,76,76,76,76,76,76,76,79,76,76,76,76,76,76,76,79,76,77,3,2,-4,-4,3,2,-4,-4,-4,-4
-4,-4,-4,-4,4,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,87,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,4,3,4,4,4,3,-4,-4,-4,-4
-4,-4,-4,-4,3,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2,2,2,2,4,3,4,4,4,2,2,3,4,3,4,4,3,4,4,3,4,3,4,4,2,2,2,4,3,2,2,4,-4,-4,-4,-4
-4,-4,-4,-4,3,2,2,3,4,2,4,3,2,2,2,4,3,4,4,4,2,3,4,2,3,2,-4,-4,-4,-4,-4,-4,3,4,4,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,4,3,2,3,4,2,-4,-4,-4,-4
-4,-4,-4,-4,4,3,3,4,2,2,4,2,3,4,3,4,3,3,3,3,4,4,3,3,3,4,-4,-4,-4,-4,-4,-4,4,4,4,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,4,3,3,4,4,2,-4,-4,-4,-4
-4,-4,-4,-4,4,2,2,3,4,4,2,4,4,4,4,3,3,2,2,2,3,2,3,2,2,4,4,4,3,3,4,2,3,3,2,3,2,4,3,2,3,2,2,3,2,4,4,3,3,4,3,2,3,3,4,2,3,4,-4,-4,-4,-4
-4,-4,-4,-4,3,2,2,4,4,3,3,4,2,3,4,2,2,3,4,3,2,4,4,3,2,3,4,4,3,4,3,2,4,4,3,3,4,2,3,3,2,2,4,3,4,4,4,2,2,2,3,3,4,4,4,4,3,4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
